Obstaculo	Tamaño	Densidad	MCS	Tamaño_ag
21x28	Medio	Medio	1650	18
21x28	Medio	Medio	1700	22.6
21x28	Medio	Medio	1750	23
21x28	Medio	Medio	1800	22.8
21x28	Medio	Medio	1850	20.4
21x28	Medio	Medio	1900	19.8
21x28	Medio	Medio	1950	19.8
21x28	Medio	Medio	2000	19.8
21x28	Medio	Medio	0	8
21x28	Medio	Medio	50	12
21x28	Medio	Medio	100	12.2
21x28	Medio	Medio	150	12.2
21x28	Medio	Medio	200	11
21x28	Medio	Medio	250	12.8
21x28	Medio	Medio	300	13.2
21x28	Medio	Medio	350	13.8
21x28	Medio	Medio	400	12.8
21x28	Medio	Medio	450	11
21x28	Medio	Medio	500	13
21x28	Medio	Medio	550	13.4
21x28	Medio	Medio	600	12
21x28	Medio	Medio	650	12
21x28	Medio	Medio	700	13
21x28	Medio	Medio	750	16.6
21x28	Medio	Medio	800	17.8
21x28	Medio	Medio	850	15.6
21x28	Medio	Medio	900	17.2
21x28	Medio	Medio	950	18.6
21x28	Medio	Medio	1000	19
21x28	Medio	Medio	1050	18.4
21x28	Medio	Medio	1100	18.4
21x28	Medio	Medio	1150	18.4
21x28	Medio	Medio	1200	17.4
21x28	Medio	Medio	1250	17.4
21x28	Medio	Medio	1300	17.4
21x28	Medio	Medio	1350	18.2
21x28	Medio	Medio	1400	18.8
21x28	Medio	Medio	1450	19.6
21x28	Medio	Medio	1500	20
21x28	Medio	Medio	1550	21.8
21x28	Medio	Medio	1600	23.2
21x28	Medio	Medio	1650	23.4
21x28	Medio	Medio	1700	18.2
21x28	Medio	Medio	1750	23
21x28	Medio	Medio	1800	24
21x28	Medio	Medio	1850	22
21x28	Medio	Medio	1900	22.2
21x28	Medio	Medio	1950	24.6
21x28	Medio	Medio	2000	25.8
21x28	Medio	Medio	0	6.4
21x28	Medio	Medio	50	8.8
21x28	Medio	Medio	100	9.4
21x28	Medio	Medio	150	9.6
21x28	Medio	Medio	200	9.6
21x28	Medio	Medio	250	10
21x28	Medio	Medio	300	10
21x28	Medio	Medio	350	11.2
21x28	Medio	Medio	400	10.4
21x28	Medio	Medio	450	11
21x28	Medio	Medio	500	11
21x28	Medio	Medio	550	11.4
21x28	Medio	Medio	600	12.2
21x28	Medio	Medio	650	12
21x28	Medio	Medio	700	12.6
21x28	Medio	Medio	750	12.8
21x28	Medio	Medio	800	13.6
21x28	Medio	Medio	850	14
21x28	Medio	Medio	900	13.4
21x28	Medio	Medio	950	13.4
21x28	Medio	Medio	1000	13.4
21x28	Medio	Medio	1050	13
21x28	Medio	Medio	1100	12.8
21x28	Medio	Medio	1150	13
21x28	Medio	Medio	1200	14.2
21x28	Medio	Medio	1250	16.6
21x28	Medio	Medio	1300	15.4
21x28	Medio	Medio	1350	16.6
21x28	Medio	Medio	1400	16.4
21x28	Medio	Medio	1450	14.2
21x28	Medio	Medio	1500	14.2
21x28	Medio	Medio	1550	15.2
21x28	Medio	Medio	1600	18
21x28	Medio	Medio	1650	19.2
21x28	Medio	Medio	1700	19.8
21x28	Medio	Medio	1750	20.6
21x28	Medio	Medio	1800	20.8
21x28	Medio	Medio	1850	20
21x28	Medio	Medio	1900	20.4
21x28	Medio	Medio	1950	22
21x28	Medio	Medio	2000	22
21x28	Medio	Medio	0	8
21x28	Medio	Medio	50	8.2
21x28	Medio	Medio	100	8.8
21x28	Medio	Medio	150	9.6
21x28	Medio	Medio	200	10.2
21x28	Medio	Medio	250	11
21x28	Medio	Medio	300	10.4
21x28	Medio	Medio	350	10.6
21x28	Medio	Medio	400	10.6
21x28	Medio	Medio	450	10.2
21x28	Medio	Medio	500	10.2
21x28	Medio	Medio	550	11
21x28	Medio	Medio	600	11.6
21x28	Medio	Medio	650	12.4
21x28	Medio	Medio	700	12
21x28	Medio	Medio	750	12.6
21x28	Medio	Medio	800	12.8
21x28	Medio	Medio	850	14
21x28	Medio	Medio	900	15.2
21x28	Medio	Medio	950	15.2
21x28	Medio	Medio	1000	16
21x28	Medio	Medio	1050	15.2
21x28	Medio	Medio	1100	14.8
21x28	Medio	Medio	1150	14.2
21x28	Medio	Medio	1200	13.8
21x28	Medio	Medio	1250	13.2
21x28	Medio	Medio	1300	12.8
21x28	Medio	Medio	1350	14.2
21x28	Medio	Medio	1400	14
21x28	Medio	Medio	1450	17.6
21x28	Medio	Medio	1500	17.6
21x28	Medio	Medio	1550	17.4
21x28	Medio	Medio	1600	17.4
21x28	Medio	Medio	1650	16.4
21x28	Medio	Medio	1700	18.2
21x28	Medio	Medio	1750	17.2
21x28	Medio	Medio	1800	18.2
21x28	Medio	Medio	1850	21.6
21x28	Medio	Medio	1900	19.8
21x28	Medio	Medio	1950	22
21x28	Medio	Medio	2000	22
21x28	Medio	Medio	0	7.4
21x28	Medio	Medio	50	9.4
21x28	Medio	Medio	100	10.2
21x28	Medio	Medio	150	11.6
21x28	Medio	Medio	200	10.8
21x28	Medio	Medio	250	12.2
21x28	Medio	Medio	300	11.4
21x28	Medio	Medio	350	11.4
21x28	Medio	Medio	400	11.6
21x28	Medio	Medio	450	11.6
21x28	Medio	Medio	500	12.8
21x28	Medio	Medio	550	14
21x28	Medio	Medio	600	12.8
21x28	Medio	Medio	650	14.8
21x28	Medio	Medio	700	15.2
21x28	Medio	Medio	750	15.6
21x28	Medio	Medio	800	15.2
21x28	Medio	Medio	850	17.6
21x28	Medio	Medio	900	16.4
21x28	Medio	Medio	950	16
21x28	Medio	Medio	1000	16
21x28	Medio	Medio	1050	15.2
21x28	Medio	Medio	1100	16.2
21x28	Medio	Medio	1150	16.6
21x28	Medio	Medio	1200	18.2
21x28	Medio	Medio	1250	21.2
21x28	Medio	Medio	1300	22
21x28	Medio	Medio	1350	22.6
21x28	Medio	Medio	1400	21.8
21x28	Medio	Medio	1450	20.6
21x28	Medio	Medio	1500	22.6
21x28	Medio	Medio	1550	23.2
21x28	Medio	Medio	1600	22.2
21x28	Medio	Medio	1650	23.2
21x28	Medio	Medio	1700	20.6
21x28	Medio	Medio	1750	22.8
21x28	Medio	Medio	1800	23.2
21x28	Medio	Medio	1850	23
21x28	Medio	Medio	1900	23
21x28	Medio	Medio	1950	22.4
21x28	Medio	Medio	2000	21
21x28	Medio	Medio	0	7
21x28	Medio	Medio	50	9
21x28	Medio	Medio	100	9.4
21x28	Medio	Medio	150	13
21x28	Medio	Medio	200	11.2
21x28	Medio	Medio	250	12.4
21x28	Medio	Medio	300	12.6
21x28	Medio	Medio	350	13.8
21x28	Medio	Medio	400	13.2
21x28	Medio	Medio	450	12
21x28	Medio	Medio	500	11.6
21x28	Medio	Medio	550	12.8
21x28	Medio	Medio	600	12.2
21x28	Medio	Medio	650	12
21x28	Medio	Medio	700	15.2
21x28	Medio	Medio	750	15.2
21x28	Medio	Medio	800	15.2
21x28	Medio	Medio	850	14.4
21x28	Medio	Medio	900	14.8
21x28	Medio	Medio	950	16
21x28	Medio	Medio	1000	17.8
21x28	Medio	Medio	1050	16.2
21x28	Medio	Medio	1100	17.8
21x28	Medio	Medio	1150	18
21x28	Medio	Medio	1200	15.6
21x28	Medio	Medio	1250	18
21x28	Medio	Medio	1300	17.8
21x28	Medio	Medio	1350	18.8
21x28	Medio	Medio	1400	17
21x28	Medio	Medio	1450	17.8
21x28	Medio	Medio	1500	15.6
21x28	Medio	Medio	1550	15.6
21x28	Medio	Medio	1600	16.2
21x28	Medio	Medio	1650	18.2
21x28	Medio	Medio	1700	18.6
21x28	Medio	Medio	1750	18.4
21x28	Medio	Medio	1800	17.6
21x28	Medio	Medio	1850	20
21x28	Medio	Medio	1900	19
21x28	Medio	Medio	1950	20
21x28	Medio	Medio	2000	19.6
21x28	Medio	Medio	0	6.6
21x28	Medio	Medio	50	9.4
21x28	Medio	Medio	100	10.6
21x28	Medio	Medio	150	10.2
21x28	Medio	Medio	200	11
21x28	Medio	Medio	250	12.8
21x28	Medio	Medio	300	12.8
21x28	Medio	Medio	350	14.8
21x28	Medio	Medio	400	13.2
21x28	Medio	Medio	450	13.2
21x28	Medio	Medio	500	13.2
21x28	Medio	Medio	550	13.8
21x28	Medio	Medio	600	14.4
21x28	Medio	Medio	650	15.8
21x28	Medio	Medio	700	15.2
21x28	Medio	Medio	750	16
21x28	Medio	Medio	800	16.8
21x28	Medio	Medio	850	16
21x28	Medio	Medio	900	18.6
21x28	Medio	Medio	950	19.6
21x28	Medio	Medio	1000	20.8
21x28	Medio	Medio	1050	18.4
21x28	Medio	Medio	1100	19.4
21x28	Medio	Medio	1150	20.8
21x28	Medio	Medio	1200	20.8
21x28	Medio	Medio	1250	20.2
21x28	Medio	Medio	1300	20.2
21x28	Medio	Medio	1350	19.4
21x28	Medio	Medio	1400	19.4
21x28	Medio	Medio	1450	19.4
21x28	Medio	Medio	1500	19.8
21x28	Medio	Medio	1550	19.2
21x28	Medio	Medio	1600	19.8
21x28	Medio	Medio	1650	19.8
21x28	Medio	Medio	1700	19.8
21x28	Medio	Medio	1750	19.4
21x28	Medio	Medio	1800	19.4
21x28	Medio	Medio	1850	20
21x28	Medio	Medio	1900	20
21x28	Medio	Medio	1950	21
21x28	Medio	Medio	2000	21.6
21x28	Medio	Medio	0	6.8
21x28	Medio	Medio	50	8.4
21x28	Medio	Medio	100	10
21x28	Medio	Medio	150	10.4
21x28	Medio	Medio	200	11.4
21x28	Medio	Medio	250	12
21x28	Medio	Medio	300	11.4
21x28	Medio	Medio	350	11.8
21x28	Medio	Medio	400	12
21x28	Medio	Medio	450	12.6
21x28	Medio	Medio	500	13.4
21x28	Medio	Medio	550	13.4
21x28	Medio	Medio	600	15
21x28	Medio	Medio	650	15.4
21x28	Medio	Medio	700	17.6
21x28	Medio	Medio	750	17
21x28	Medio	Medio	800	14.8
21x28	Medio	Medio	850	17
21x28	Medio	Medio	900	17.2
21x28	Medio	Medio	950	16
21x28	Medio	Medio	1000	16
21x28	Medio	Medio	1050	18
21x28	Medio	Medio	1100	17.4
21x28	Medio	Medio	1150	18
21x28	Medio	Medio	1200	17.4
21x28	Medio	Medio	1250	18.8
21x28	Medio	Medio	1300	17.6
21x28	Medio	Medio	1350	18.8
21x28	Medio	Medio	1400	17
21x28	Medio	Medio	1450	19.6
21x28	Medio	Medio	1500	19.4
21x28	Medio	Medio	1550	19.4
21x28	Medio	Medio	1600	17
21x28	Medio	Medio	1650	17
21x28	Medio	Medio	1700	17.4
21x28	Medio	Medio	1750	17.4
21x28	Medio	Medio	1800	17.4
21x28	Medio	Medio	1850	17.2
21x28	Medio	Medio	1900	18.2
21x28	Medio	Medio	1950	18.2
21x28	Medio	Medio	2000	18.2
22x58	Medio	Bajo	0	7.8
22x58	Medio	Bajo	50	9
22x58	Medio	Bajo	100	8.6
22x58	Medio	Bajo	150	10.6
22x58	Medio	Bajo	200	11.6
22x58	Medio	Bajo	250	10.8
22x58	Medio	Bajo	300	12
22x58	Medio	Bajo	350	12.6
22x58	Medio	Bajo	400	12
22x58	Medio	Bajo	450	12.8
22x58	Medio	Bajo	500	12.8
22x58	Medio	Bajo	550	13.4
22x58	Medio	Bajo	600	13.4
22x58	Medio	Bajo	650	15
22x58	Medio	Bajo	700	15.2
22x58	Medio	Bajo	750	15.6
22x58	Medio	Bajo	800	16.2
22x58	Medio	Bajo	850	17.2
22x58	Medio	Bajo	900	15.2
22x58	Medio	Bajo	950	17.2
22x58	Medio	Bajo	1000	15.2
22x58	Medio	Bajo	1050	15.2
22x58	Medio	Bajo	1100	15.6
22x58	Medio	Bajo	1150	17.2
22x58	Medio	Bajo	1200	18.8
22x58	Medio	Bajo	1250	19
22x58	Medio	Bajo	1300	18.2
22x58	Medio	Bajo	1350	18.4
22x58	Medio	Bajo	1400	17.4
22x58	Medio	Bajo	1450	18.6
22x58	Medio	Bajo	1500	18.8
22x58	Medio	Bajo	1550	18.6
22x58	Medio	Bajo	1600	18.6
22x58	Medio	Bajo	1650	18.6
22x58	Medio	Bajo	1700	17.2
22x58	Medio	Bajo	1750	19
22x58	Medio	Bajo	1800	18.8
22x58	Medio	Bajo	1850	19.4
22x58	Medio	Bajo	1900	19.4
22x58	Medio	Bajo	1950	19.6
22x58	Medio	Bajo	2000	19.8
22x58	Medio	Bajo	0	6.6
22x58	Medio	Bajo	50	10.4
22x58	Medio	Bajo	100	9.6
22x58	Medio	Bajo	150	10.8
22x58	Medio	Bajo	200	12.6
22x58	Medio	Bajo	250	13.4
22x58	Medio	Bajo	300	14
22x58	Medio	Bajo	350	13.6
22x58	Medio	Bajo	400	14.2
22x58	Medio	Bajo	450	12.8
22x58	Medio	Bajo	500	15
22x58	Medio	Bajo	550	14.4
22x58	Medio	Bajo	600	15
22x58	Medio	Bajo	650	15
22x58	Medio	Bajo	700	15
22x58	Medio	Bajo	750	15.4
22x58	Medio	Bajo	800	14.4
22x58	Medio	Bajo	850	16
22x58	Medio	Bajo	900	16.6
22x58	Medio	Bajo	950	15.4
22x58	Medio	Bajo	1000	15.4
22x58	Medio	Bajo	1050	15.2
22x58	Medio	Bajo	1100	15.2
22x58	Medio	Bajo	1150	15.8
22x58	Medio	Bajo	1200	15.8
22x58	Medio	Bajo	1250	16.6
22x58	Medio	Bajo	1300	15.4
22x58	Medio	Bajo	1350	17.2
22x58	Medio	Bajo	1400	16.6
22x58	Medio	Bajo	1450	16.6
22x58	Medio	Bajo	1500	17.6
22x58	Medio	Bajo	1550	17.8
22x58	Medio	Bajo	1600	17.8
22x58	Medio	Bajo	1650	19
22x58	Medio	Bajo	1700	18.8
22x58	Medio	Bajo	1750	19
22x58	Medio	Bajo	1800	19
22x58	Medio	Bajo	1850	19
22x58	Medio	Bajo	1900	17.2
22x58	Medio	Bajo	1950	16.2
22x58	Medio	Bajo	2000	17.4
22x58	Medio	Bajo	0	6
22x58	Medio	Bajo	50	7.8
22x58	Medio	Bajo	100	8.6
22x58	Medio	Bajo	150	8.6
22x58	Medio	Bajo	200	8.6
22x58	Medio	Bajo	250	9.6
22x58	Medio	Bajo	300	9.8
22x58	Medio	Bajo	350	10.4
22x58	Medio	Bajo	400	10.2
22x58	Medio	Bajo	450	10.4
22x58	Medio	Bajo	500	11
22x58	Medio	Bajo	550	10.4
22x58	Medio	Bajo	600	10.4
22x58	Medio	Bajo	650	11.2
22x58	Medio	Bajo	700	11.8
22x58	Medio	Bajo	750	14.8
22x58	Medio	Bajo	800	13.8
22x58	Medio	Bajo	850	14
22x58	Medio	Bajo	900	12.8
22x58	Medio	Bajo	950	13.2
22x58	Medio	Bajo	1000	13.8
22x58	Medio	Bajo	1050	13.4
22x58	Medio	Bajo	1100	13.6
22x58	Medio	Bajo	1150	15.6
22x58	Medio	Bajo	1200	16
22x58	Medio	Bajo	1250	15.4
22x58	Medio	Bajo	1300	15
22x58	Medio	Bajo	1350	15
22x58	Medio	Bajo	1400	15
22x58	Medio	Bajo	1450	16.4
22x58	Medio	Bajo	1500	16.4
22x58	Medio	Bajo	1550	15.8
22x58	Medio	Bajo	1600	16.8
22x58	Medio	Bajo	1650	17.8
22x58	Medio	Bajo	1700	17.6
22x58	Medio	Bajo	1750	17
22x58	Medio	Bajo	1800	16
22x58	Medio	Bajo	1850	17
22x58	Medio	Bajo	1900	17.2
22x58	Medio	Bajo	1950	17.4
22x58	Medio	Bajo	2000	17.4
22x58	Medio	Bajo	0	6.8
22x58	Medio	Bajo	50	10.6
22x58	Medio	Bajo	100	9.6
22x58	Medio	Bajo	150	10.6
22x58	Medio	Bajo	200	10.6
22x58	Medio	Bajo	250	11
22x58	Medio	Bajo	300	11.2
22x58	Medio	Bajo	350	11.2
22x58	Medio	Bajo	400	11.4
22x58	Medio	Bajo	450	11.8
22x58	Medio	Bajo	500	11.6
22x58	Medio	Bajo	550	11.6
22x58	Medio	Bajo	600	11.6
22x58	Medio	Bajo	650	11.8
22x58	Medio	Bajo	700	12.2
22x58	Medio	Bajo	750	12.2
22x58	Medio	Bajo	800	12.4
22x58	Medio	Bajo	850	13
22x58	Medio	Bajo	900	13.8
22x58	Medio	Bajo	950	12.4
22x58	Medio	Bajo	1000	16
22x58	Medio	Bajo	1050	16.2
22x58	Medio	Bajo	1100	16
22x58	Medio	Bajo	1150	16.2
22x58	Medio	Bajo	1200	13.6
22x58	Medio	Bajo	1250	14.2
22x58	Medio	Bajo	1300	16
22x58	Medio	Bajo	1350	15.6
22x58	Medio	Bajo	1400	15.6
22x58	Medio	Bajo	1450	16.2
22x58	Medio	Bajo	1500	18.4
22x58	Medio	Bajo	1550	14.2
22x58	Medio	Bajo	1600	16.2
22x58	Medio	Bajo	1650	15.6
22x58	Medio	Bajo	1700	15.6
22x58	Medio	Bajo	1750	16.6
22x58	Medio	Bajo	1800	16.2
22x58	Medio	Bajo	1850	15
22x58	Medio	Bajo	1900	14.6
22x58	Medio	Bajo	1950	15.6
22x58	Medio	Bajo	2000	14.8
22x58	Medio	Bajo	0	7.2
22x58	Medio	Bajo	50	8.4
22x58	Medio	Bajo	100	10
22x58	Medio	Bajo	150	10.6
22x58	Medio	Bajo	200	11.6
22x58	Medio	Bajo	250	11.2
22x58	Medio	Bajo	300	11.6
22x58	Medio	Bajo	350	12
22x58	Medio	Bajo	400	12.8
22x58	Medio	Bajo	450	11.2
22x58	Medio	Bajo	500	11.4
22x58	Medio	Bajo	550	12.2
22x58	Medio	Bajo	600	12
22x58	Medio	Bajo	650	14.2
22x58	Medio	Bajo	700	14
22x58	Medio	Bajo	750	12.6
22x58	Medio	Bajo	800	16
22x58	Medio	Bajo	850	16
22x58	Medio	Bajo	900	15.2
22x58	Medio	Bajo	950	15.2
22x58	Medio	Bajo	1000	16.2
22x58	Medio	Bajo	1050	14.2
22x58	Medio	Bajo	1100	15.2
22x58	Medio	Bajo	1150	16.4
22x58	Medio	Bajo	1200	19.2
22x58	Medio	Bajo	1250	19.2
22x58	Medio	Bajo	1300	19.2
22x58	Medio	Bajo	1350	18.8
22x58	Medio	Bajo	1400	19.6
22x58	Medio	Bajo	1450	18.8
22x58	Medio	Bajo	1500	18.6
22x58	Medio	Bajo	1550	19.8
22x58	Medio	Bajo	1600	19.8
22x58	Medio	Bajo	1650	20
22x58	Medio	Bajo	1700	20
22x58	Medio	Bajo	1750	19
22x58	Medio	Bajo	1800	18.8
22x58	Medio	Bajo	1850	19
22x58	Medio	Bajo	1900	19.4
22x58	Medio	Bajo	1950	19.2
22x58	Medio	Bajo	2000	17.2
22x58	Medio	Bajo	0	6.6
22x58	Medio	Bajo	50	7.4
22x58	Medio	Bajo	100	8.2
22x58	Medio	Bajo	150	9.4
22x58	Medio	Bajo	200	9.4
22x58	Medio	Bajo	250	10.2
22x58	Medio	Bajo	300	10.4
22x58	Medio	Bajo	350	10.2
22x58	Medio	Bajo	400	10.2
22x58	Medio	Bajo	450	11.4
22x58	Medio	Bajo	500	11.4
22x58	Medio	Bajo	550	12.4
22x58	Medio	Bajo	600	12.2
22x58	Medio	Bajo	650	13.8
22x58	Medio	Bajo	700	13.4
22x58	Medio	Bajo	750	13
22x58	Medio	Bajo	800	14.4
22x58	Medio	Bajo	850	14.8
22x58	Medio	Bajo	900	15.2
22x58	Medio	Bajo	950	14.2
22x58	Medio	Bajo	1000	14
22x58	Medio	Bajo	1050	13.2
22x58	Medio	Bajo	1100	14
22x58	Medio	Bajo	1150	13.4
22x58	Medio	Bajo	1200	13.4
22x58	Medio	Bajo	1250	13.6
22x58	Medio	Bajo	1300	12.8
22x58	Medio	Bajo	1350	15
22x58	Medio	Bajo	1400	15.2
22x58	Medio	Bajo	1450	16.4
22x58	Medio	Bajo	1500	14.6
22x58	Medio	Bajo	1550	15.6
22x58	Medio	Bajo	1600	15.6
22x58	Medio	Bajo	1650	14.8
22x58	Medio	Bajo	1700	18
22x58	Medio	Bajo	1750	16.2
22x58	Medio	Bajo	1800	17
22x58	Medio	Bajo	1850	19
22x58	Medio	Bajo	1900	17.6
22x58	Medio	Bajo	1950	18.6
22x58	Medio	Bajo	2000	18.6
22x58	Medio	Bajo	0	6.8
22x58	Medio	Bajo	50	7.2
22x58	Medio	Bajo	100	8
22x58	Medio	Bajo	150	9
22x58	Medio	Bajo	200	9.2
22x58	Medio	Bajo	250	10.2
22x58	Medio	Bajo	300	10.4
22x58	Medio	Bajo	350	10.6
22x58	Medio	Bajo	400	10.6
22x58	Medio	Bajo	450	10.4
22x58	Medio	Bajo	500	11.2
22x58	Medio	Bajo	550	9.2
22x58	Medio	Bajo	600	11.8
22x58	Medio	Bajo	650	12.8
22x58	Medio	Bajo	700	13.2
22x58	Medio	Bajo	750	13.8
22x58	Medio	Bajo	800	15
22x58	Medio	Bajo	850	17
22x58	Medio	Bajo	900	17.4
22x58	Medio	Bajo	950	15.2
22x58	Medio	Bajo	1000	16.2
22x58	Medio	Bajo	1050	16.2
22x58	Medio	Bajo	1100	16.2
22x58	Medio	Bajo	1150	16.8
22x58	Medio	Bajo	1200	17
22x58	Medio	Bajo	1250	15.4
22x58	Medio	Bajo	1300	14.4
22x58	Medio	Bajo	1350	15.6
22x58	Medio	Bajo	1400	16
22x58	Medio	Bajo	1450	15.4
22x58	Medio	Bajo	1500	16.2
22x58	Medio	Bajo	1550	15.2
22x58	Medio	Bajo	1600	16
22x58	Medio	Bajo	1650	15.8
22x58	Medio	Bajo	1700	15.8
22x58	Medio	Bajo	1750	15.8
22x58	Medio	Bajo	1800	16.4
22x58	Medio	Bajo	1850	16.4
22x58	Medio	Bajo	1900	16.4
22x58	Medio	Bajo	1950	17
22x58	Medio	Bajo	2000	17.2
22x58	Medio	Bajo	0	6
22x58	Medio	Bajo	50	9.2
22x58	Medio	Bajo	100	10.2
22x58	Medio	Bajo	150	10.4
22x58	Medio	Bajo	200	11.6
22x58	Medio	Bajo	250	12.4
22x58	Medio	Bajo	300	12.4
22x58	Medio	Bajo	350	12.2
22x58	Medio	Bajo	400	12.8
22x58	Medio	Bajo	450	12.8
22x58	Medio	Bajo	500	12.8
22x58	Medio	Bajo	550	12.4
22x58	Medio	Bajo	600	14
22x58	Medio	Bajo	650	13.8
22x58	Medio	Bajo	700	13.2
22x58	Medio	Bajo	750	12.2
22x58	Medio	Bajo	800	13.8
22x58	Medio	Bajo	850	15.6
22x58	Medio	Bajo	900	16.6
22x58	Medio	Bajo	950	16.6
22x58	Medio	Bajo	1000	15.8
22x58	Medio	Bajo	1050	15.4
22x58	Medio	Bajo	1100	14.8
22x58	Medio	Bajo	1150	17.6
22x58	Medio	Bajo	1200	14.8
22x58	Medio	Bajo	1250	14.8
22x58	Medio	Bajo	1300	15.4
22x58	Medio	Bajo	1350	14.8
22x58	Medio	Bajo	1400	14.8
22x58	Medio	Bajo	1450	14.8
22x58	Medio	Bajo	1500	14.8
22x58	Medio	Bajo	1550	15.6
22x58	Medio	Bajo	1600	17.4
22x58	Medio	Bajo	1650	16.6
22x58	Medio	Bajo	1700	17.2
22x58	Medio	Bajo	1750	17.2
22x58	Medio	Bajo	1800	16.6
22x58	Medio	Bajo	1850	17.2
22x58	Medio	Bajo	1900	16.4
22x58	Medio	Bajo	1950	16.8
22x58	Medio	Bajo	2000	17.2
22x58	Medio	Bajo	0	5.8
22x58	Medio	Bajo	50	8.4
22x58	Medio	Bajo	100	9.6
22x58	Medio	Bajo	150	8.6
22x58	Medio	Bajo	200	9.2
22x58	Medio	Bajo	250	9.8
22x58	Medio	Bajo	300	11
22x58	Medio	Bajo	350	11.2
22x58	Medio	Bajo	400	11.2
22x58	Medio	Bajo	450	11.4
22x58	Medio	Bajo	500	12.2
22x58	Medio	Bajo	550	13.2
22x58	Medio	Bajo	600	14
22x58	Medio	Bajo	650	12.6
22x58	Medio	Bajo	700	12.6
22x58	Medio	Bajo	750	12.4
22x58	Medio	Bajo	800	14.8
22x58	Medio	Bajo	850	14
22x58	Medio	Bajo	900	12.4
22x58	Medio	Bajo	950	12.6
22x58	Medio	Bajo	1000	12.6
22x58	Medio	Bajo	1050	12.6
22x58	Medio	Bajo	1100	12.6
22x58	Medio	Bajo	1150	14.2
22x58	Medio	Bajo	1200	15
22x58	Medio	Bajo	1250	14.2
22x58	Medio	Bajo	1300	14.6
22x58	Medio	Bajo	1350	14.6
22x58	Medio	Bajo	1400	14.6
22x58	Medio	Bajo	1450	16.8
22x58	Medio	Bajo	1500	17.6
22x58	Medio	Bajo	1550	17.2
22x58	Medio	Bajo	1600	18.8
22x58	Medio	Bajo	1650	17.8
22x58	Medio	Bajo	1700	19
22x58	Medio	Bajo	1750	19
22x58	Medio	Bajo	1800	19.8
22x58	Medio	Bajo	1850	19.8
22x58	Medio	Bajo	1900	22.2
22x58	Medio	Bajo	1950	22.2
22x58	Medio	Bajo	2000	23
22x58	Medio	Bajo	0	7.6
22x58	Medio	Bajo	50	8.8
22x58	Medio	Bajo	100	9.8
22x58	Medio	Bajo	150	10.4
22x58	Medio	Bajo	200	11
22x58	Medio	Bajo	250	11
22x58	Medio	Bajo	300	11
22x58	Medio	Bajo	350	11.2
22x58	Medio	Bajo	400	11.2
22x58	Medio	Bajo	450	11.8
22x58	Medio	Bajo	500	12
22x58	Medio	Bajo	550	14.4
22x58	Medio	Bajo	600	14.8
22x58	Medio	Bajo	650	13.8
22x58	Medio	Bajo	700	14
22x58	Medio	Bajo	750	14.4
22x58	Medio	Bajo	800	14.2
22x58	Medio	Bajo	850	13.6
22x58	Medio	Bajo	900	13.4
22x58	Medio	Bajo	950	14.6
22x58	Medio	Bajo	1000	15.2
22x58	Medio	Bajo	1050	13.8
22x58	Medio	Bajo	1100	15
22x58	Medio	Bajo	1150	14
22x58	Medio	Bajo	1200	14.2
22x58	Medio	Bajo	1250	13.8
22x58	Medio	Bajo	1300	15.2
22x58	Medio	Bajo	1350	14.2
22x58	Medio	Bajo	1400	14.2
22x58	Medio	Bajo	1450	15.2
22x58	Medio	Bajo	1500	14.6
22x58	Medio	Bajo	1550	14.4
